city,date,fare,ride_id
West Aaronhaven,2017-06-11 11:32:58,53.09,0799837404746
East Laurenmouth,2017-10-01 16:03:23,37.35,7568347786924
Loganville,2017-05-03 18:10:55,35.96,9056788731880
Lake Deborah,2017-12-01 17:09:20,27.41,0314258238840
Lake Richardstad,2017-06-09 03:55:54,44.31,1084402791697
West Aaronhaven,2017-04-06 10:23:55,15.16,2565921259503
East Erin,2017-02-17 02:40:43,38.97,1065010810260
Loganville,2017-05-11 15:51:10,33.43,8879834397400
East Erin,2017-05-10 23:02:24,56.39,0136514744106
Davischester,2017-04-17 18:31:39,28.02,3251579402253
East Derek,2017-12-03 14:02:49,23.92,6111615389733
Port Jameschester,2017-05-10 07:19:54,21.37,2510951154298
Loganville,2017-07-04 01:44:56,56.08,0169994883621
West Robertview,2017-06-06 11:47:44,37.19,7341301348723
North Daniel,2017-09-10 14:40:12,45.47,8121245813384
Lake Shannonberg,2017-03-19 05:44:10,49.9,1183714152360
West Aaronhaven,2017-12-09 00:30:42,56.33,9500261346776
Port Jameschester,2017-04-10 03:47:34,40.32,4080975307805
Warnerside,2017-10-14 07:18:36,20.73,3249754590857
East Erin,2017-12-07 05:27:52,48.38,8719090322344
Loganville,2017-11-19 10:32:15,10.21,4460299214858
East Erin,2017-10-31 00:46:31,23.93,9076286985493
West Robertview,2017-11-19 00:05:01,16.82,6951166752088
Davischester,2017-07-18 02:05:13,24.21,4745270358364
Warnerside,2017-09-27 09:52:16,19.11,0652994162464
Port Jameschester,2017-03-02 08:34:17,59.25,4619277140140
Port Jameschester,2017-03-04 01:13:32,25.94,7657880993033
Harristown,2017-09-03 10:26:25,21.86,9089148355570
Warnerside,2017-05-25 19:20:14,30.48,3097084349788
East Derek,2017-03-10 19:17:56,15.63,9396216250430
Harristown,2017-12-05 06:08:47,14.47,2586000081532
Davischester,2017-11-20 04:18:50,51.12,4246517414244
Lake Philip,2017-05-08 21:55:19,43.27,1302251839224
Loganville,2017-05-04 06:15:11,46.56,0872745416596
Loganville,2017-09-05 05:40:34,56.08,2073869454756
Mathewberg,2017-11-05 05:37:17,22.05,7444586268837
Bettychester,2017-11-09 03:35:49,38.11,9107500099303
Lake Shannonberg,2017-03-20 12:42:09,14.57,7543084405529
